account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn
AC-1550,Vortex Cloud,Enterprise Tech,Enterprise,3-Year Enterprise,Auto-Invoice,69,2406.81,158068.73,194,192,3,1,6,3,49.3,1,5,0,1,1
AC-1551,Quantum Cloud,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,37,1768.13,62990.87,27,18,5,0,5,9,88.2,1,0,1,0,1
AC-1552,Zenith Technologies,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,12,1092.29,13102.36,69,34,3,1,2,2,67.7,0,20,1,1,1
AC-1553,Omni Health,Professional Services,Enterprise,3-Year Enterprise,Manual Wire,40,2552.95,101719.29,402,313,3,1,6,1,68.6,1,5,1,1,0
AC-1554,Apex Labs,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,54,1471.58,81121.3,18,18,2,0,8,6,84.9,1,15,1,1,0
AC-1555,Hyperion Labs,E-Commerce,SMB,Month-to-Month,Credit Card,2,271.04,519.84,14,6,2,0,6,3,50.2,1,0,1,1,1
AC-1556,Hyperion Technologies,Financial Services,Mid-Market,Month-to-Month,Credit Card,50,1396.66,70844.57,26,14,4,1,5,0,72.1,1,10,0,0,0
AC-1557,Synergy Corp,Healthcare,Mid-Market,1-Year Fixed,Credit Card,41,1635.31,67827.94,73,50,3,0,6,0,75.6,1,10,0,0,0
AC-1558,Solstice Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,45,1877.87,82253.13,394,165,2,0,10,9,58.2,1,5,1,0,0
AC-1559,Solstice Capital,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,9,1022.57,9242.15,58,18,2,1,4,6,79.7,1,25,1,1,0
AC-1560,Synergy Health,Manufacturing,Enterprise,3-Year Enterprise,Manual Wire,62,2182.31,131544.59,91,49,1,1,6,3,76.6,0,5,1,0,0
AC-1561,Synergy Global,E-Commerce,Mid-Market,Month-to-Month,Manual Wire,47,1469.35,66621.12,20,18,2,2,10,13,66.2,0,10,1,1,1
AC-1562,Nexus Capital,Manufacturing,SMB,1-Year Fixed,ACH Direct Debit,5,651.24,3280.01,12,4,4,3,8,3,65.6,0,0,1,0,1
AC-1563,Omni Corp,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,1,1665.94,1745.48,72,43,4,2,8,7,77.4,1,5,0,0,0
AC-1564,Quantum Technologies,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,44,4508.34,193148.59,473,394,9,0,6,14,82.2,1,15,1,1,0
AC-1565,Vortex Corp,Manufacturing,Mid-Market,Month-to-Month,Credit Card,22,611.32,13254.48,55,53,7,2,7,11,69.1,1,15,1,1,0
AC-1566,Crest Cloud,Enterprise Tech,Mid-Market,3-Year Enterprise,Auto-Invoice,38,1212.49,44953.04,49,49,0,1,6,4,88.2,0,5,1,0,0
AC-1567,Starlight Technologies,Healthcare,Mid-Market,2-Year Fixed,Manual Wire,19,958.46,17785.45,24,14,5,0,5,7,79.9,1,20,1,1,1
AC-1568,Hyperion Systems,Enterprise Tech,SMB,1-Year Fixed,Credit Card,31,229.99,7061.38,15,14,7,1,5,3,35.8,1,5,1,1,0
AC-1569,Solstice Capital,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,67,565.94,38683.38,14,5,2,1,9,6,42.7,0,10,1,1,0
AC-1570,Hyperion Global,Financial Services,Mid-Market,Month-to-Month,Manual Wire,42,1997.15,80011.78,69,57,7,1,7,1,89.3,1,5,1,0,0
AC-1571,Solstice Health,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,26,852.83,23187.19,32,24,4,1,8,3,63.6,1,10,1,0,1
AC-1572,Vortex Cloud,Healthcare,Enterprise,1-Year Fixed,Auto-Invoice,13,3637.31,45139.61,62,29,2,0,8,1,71.0,1,5,0,1,0
AC-1573,Quantum Logistics,Healthcare,Enterprise,1-Year Fixed,Credit Card,58,2891.79,174118.34,193,126,6,1,8,0,88.5,1,5,1,1,0
AC-1574,Nexus Data,Enterprise Tech,Mid-Market,3-Year Enterprise,Auto-Invoice,18,1768.81,33094.22,68,27,3,1,7,5,67.9,1,20,1,1,1
AC-1575,Omni Technologies,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,67,1011.45,67933.11,44,40,2,0,6,12,68.7,1,0,1,1,0
AC-1576,Titan Technologies,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,3,679.66,1964.96,34,19,3,0,5,0,52.4,0,0,0,1,0
AC-1577,Starlight Global,Financial Services,Mid-Market,2-Year Fixed,Credit Card,55,673.49,37283.26,56,41,5,1,4,1,74.7,1,0,0,0,0
AC-1578,Starlight Systems,E-Commerce,Enterprise,Month-to-Month,Manual Wire,58,1742.82,102383.82,242,99,6,2,5,3,78.6,1,5,1,0,0
AC-1579,Starlight Systems,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,63,1904.56,124279.93,64,28,2,1,6,6,57.6,1,5,1,0,0
AC-1580,Crest Systems,Logistics,Enterprise,Month-to-Month,Auto-Invoice,52,4116.93,215169.93,424,422,2,1,4,1,51.4,0,0,1,1,0
AC-1581,Titan Technologies,E-Commerce,Enterprise,1-Year Fixed,Credit Card,24,1937.72,46090.03,214,177,5,0,4,0,100.0,1,5,0,1,0
AC-1582,Omni Cloud,Financial Services,SMB,2-Year Fixed,Auto-Invoice,72,303.47,22589.0,23,22,4,0,9,4,66.3,1,10,1,1,0
AC-1583,Velocity Corp,E-Commerce,Enterprise,1-Year Fixed,ACH Direct Debit,9,4070.92,38400.4,166,84,2,2,8,10,55.7,0,15,1,1,1
AC-1584,Zenith Cloud,Financial Services,Mid-Market,2-Year Fixed,Credit Card,37,1575.17,59126.97,51,21,5,1,6,0,80.7,1,25,1,1,0
AC-1585,Nexus Systems,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,53,2037.62,112037.01,427,278,3,1,10,2,67.1,1,10,1,0,0
AC-1586,Hyperion Solutions,Logistics,SMB,Month-to-Month,Auto-Invoice,24,640.62,15526.68,17,11,2,1,4,6,48.5,1,0,1,0,0
AC-1587,Quantum Logistics,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,21,1778.77,38063.11,65,27,4,0,9,0,76.7,0,0,1,1,0
AC-1588,Omni Networks,Logistics,Enterprise,Month-to-Month,Auto-Invoice,40,3398.42,138494.68,400,325,6,1,7,1,52.6,0,15,1,1,0
AC-1589,Titan Data,Logistics,Mid-Market,Month-to-Month,ACH Direct Debit,62,1491.06,94338.89,70,39,10,1,9,4,96.4,1,10,1,1,0
AC-1590,Vortex Capital,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,70,1151.44,79158.15,25,11,5,1,7,18,76.9,1,0,1,0,0
AC-1591,Vortex Corp,Manufacturing,SMB,Month-to-Month,Auto-Invoice,69,434.8,30228.19,17,9,4,0,3,2,63.0,0,0,1,1,0
AC-1592,Apex Labs,Financial Services,Enterprise,Month-to-Month,Credit Card,14,4278.68,60465.41,275,191,5,0,7,4,70.0,0,15,1,1,0
AC-1593,Acme Systems,Financial Services,SMB,1-Year Fixed,Manual Wire,42,610.96,25185.79,10,8,4,3,8,3,84.3,0,10,1,0,0
AC-1594,Acme Cloud,Healthcare,SMB,1-Year Fixed,Manual Wire,50,778.27,38329.22,24,15,5,0,3,14,71.3,1,10,1,1,0
AC-1595,Velocity Capital,Financial Services,SMB,1-Year Fixed,Auto-Invoice,61,758.51,47482.5,16,11,6,1,10,0,100.0,1,0,1,0,0
AC-1596,Hyperion Networks,E-Commerce,Mid-Market,3-Year Enterprise,Auto-Invoice,4,1245.96,5025.07,15,6,3,1,8,5,88.4,1,10,1,1,0
AC-1597,Nexus Systems,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,72,1247.86,86694.23,60,56,4,2,9,11,76.8,1,15,0,1,0
AC-1598,Omni Data,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,17,1361.32,23923.81,57,54,6,1,5,27,51.1,1,15,1,0,0
AC-1599,Crest Solutions,Financial Services,SMB,Month-to-Month,Credit Card,57,250.08,14800.67,15,12,3,2,9,7,65.4,1,10,1,1,0
AC-1600,Solstice Labs,Enterprise Tech,Mid-Market,1-Year Fixed,Manual Wire,48,627.05,29996.49,17,5,4,0,9,2,76.6,0,10,1,0,0
AC-1601,Quantum Cloud,Financial Services,Mid-Market,2-Year Fixed,Manual Wire,44,1302.82,55655.42,28,19,5,0,8,3,53.2,1,10,1,0,0
AC-1602,Acme Solutions,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,45,1423.63,66930.87,16,12,2,0,7,2,91.3,1,5,1,1,0
AC-1603,Crest Global,Manufacturing,Mid-Market,2-Year Fixed,Credit Card,33,1080.69,37026.05,75,75,1,1,5,5,50.5,1,0,1,1,1
AC-1604,Nexus Systems,Financial Services,SMB,1-Year Fixed,ACH Direct Debit,31,420.24,12694.43,7,7,5,1,7,8,56.5,1,15,1,0,0
AC-1605,Quantum Technologies,Enterprise Tech,Enterprise,Month-to-Month,ACH Direct Debit,47,3675.95,165782.74,106,95,3,1,6,10,57.9,0,5,1,0,1
AC-1606,Crest Capital,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,6,509.82,3040.77,21,7,3,0,8,3,81.4,0,10,1,1,0
AC-1607,Aegis Health,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,72,1947.86,142719.82,56,54,9,2,5,7,53.5,1,25,1,0,0
AC-1608,Omni Data,E-Commerce,SMB,2-Year Fixed,Credit Card,71,392.95,26993.8,23,17,1,1,8,15,35.6,0,25,1,0,0
AC-1609,Solstice Global,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,34,1085.1,36942.15,55,47,2,0,5,15,87.6,0,10,0,0,0
AC-1610,Omni Labs,Enterprise Tech,Mid-Market,3-Year Enterprise,Auto-Invoice,53,1433.95,75432.51,39,23,3,1,7,7,60.0,1,0,1,1,0
AC-1611,Omni Global,Financial Services,SMB,3-Year Enterprise,Auto-Invoice,14,687.11,9995.23,22,12,0,1,8,6,48.8,1,5,1,1,0
AC-1612,Aegis Logistics,Financial Services,Enterprise,Month-to-Month,Credit Card,16,2626.97,41735.48,237,148,2,0,6,4,54.4,0,20,1,0,1
AC-1613,Solstice Corp,E-Commerce,SMB,Month-to-Month,Auto-Invoice,43,681.17,29389.24,5,2,5,1,9,1,98.9,0,0,0,1,0
AC-1614,Acme Logistics,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,12,601.52,7546.88,60,33,3,1,8,0,56.2,0,25,1,0,0
AC-1615,Acme Solutions,Financial Services,Mid-Market,3-Year Enterprise,Auto-Invoice,70,1860.92,127655.1,62,56,6,2,7,4,65.8,1,0,1,1,1
AC-1616,Quantum Capital,Enterprise Tech,Mid-Market,1-Year Fixed,ACH Direct Debit,19,1398.33,26007.66,77,25,3,1,10,1,60.0,1,10,1,0,0
AC-1617,Synergy Capital,Professional Services,Mid-Market,Month-to-Month,ACH Direct Debit,41,1112.39,46974.38,53,21,4,0,7,5,45.8,0,5,1,0,1
AC-1618,Solstice Global,Healthcare,Mid-Market,1-Year Fixed,Credit Card,53,1760.87,91249.97,24,9,2,0,10,6,54.6,1,0,1,1,0
AC-1619,Zenith Technologies,E-Commerce,Enterprise,1-Year Fixed,Credit Card,29,3612.1,108227.22,318,185,3,0,10,4,44.6,0,20,1,0,0
AC-1620,Apex Networks,Enterprise Tech,Enterprise,Month-to-Month,Manual Wire,70,4599.56,308946.69,442,441,2,1,7,0,85.2,0,10,1,0,0
AC-1621,Velocity Systems,Healthcare,Enterprise,2-Year Fixed,Auto-Invoice,59,1506.38,85421.45,101,43,2,1,9,0,69.8,1,0,1,1,0
AC-1622,Acme Systems,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,64,379.19,25242.1,5,2,4,1,6,0,100.0,0,5,1,1,0
AC-1623,Apex Networks,Healthcare,SMB,Month-to-Month,Auto-Invoice,24,525.74,12669.26,20,19,5,1,5,1,55.2,1,10,1,0,1
AC-1624,Vortex Labs,Professional Services,Mid-Market,1-Year Fixed,Auto-Invoice,16,951.25,15553.04,67,61,5,3,7,28,52.5,1,0,1,1,1
AC-1625,Quantum Capital,Financial Services,Mid-Market,1-Year Fixed,Auto-Invoice,52,1431.32,72384.0,74,24,3,0,4,2,95.6,0,15,1,1,0
AC-1626,Nexus Networks,Enterprise Tech,Mid-Market,Month-to-Month,Manual Wire,6,891.27,5169.16,75,62,3,1,5,2,87.0,1,0,1,1,0
AC-1627,Nexus Technologies,Enterprise Tech,Mid-Market,1-Year Fixed,Credit Card,37,1053.39,40280.93,50,38,4,0,8,0,74.9,1,0,1,1,0
AC-1628,Hyperion Global,Financial Services,SMB,Month-to-Month,Credit Card,4,385.58,1520.52,21,18,2,1,6,6,48.0,1,0,1,1,1
AC-1629,Synergy Global,Enterprise Tech,SMB,Month-to-Month,Manual Wire,38,296.95,11233.36,14,9,4,0,9,6,99.4,1,0,1,1,0
AC-1630,Quantum Logistics,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,41,1346.05,52583.02,42,42,7,1,8,1,66.7,1,5,1,0,0
AC-1631,Starlight Systems,Logistics,SMB,3-Year Enterprise,Auto-Invoice,14,551.95,7639.12,15,5,4,0,10,15,60.2,0,25,1,1,0
AC-1632,Starlight Networks,Healthcare,Enterprise,1-Year Fixed,Credit Card,71,2395.48,174678.66,286,133,5,1,8,9,88.6,1,0,1,1,0
AC-1633,Aegis Corp,Financial Services,SMB,1-Year Fixed,Credit Card,51,692.34,36443.74,8,5,3,1,10,1,67.6,0,0,1,0,0
AC-1634,Zenith Technologies,Manufacturing,Enterprise,1-Year Fixed,Auto-Invoice,65,3748.33,248483.94,144,89,5,1,8,4,47.0,0,0,0,0,1
AC-1635,Acme Systems,Enterprise Tech,Mid-Market,3-Year Enterprise,Credit Card,52,1813.5,96114.29,33,31,3,0,8,3,68.7,1,10,1,0,0
AC-1636,Zenith Labs,Professional Services,Mid-Market,Month-to-Month,Credit Card,30,1210.79,36346.36,71,49,4,0,10,2,53.9,0,10,1,0,0
AC-1637,Aegis Networks,Financial Services,Mid-Market,1-Year Fixed,Credit Card,57,661.9,37872.91,47,16,4,0,9,10,13.8,0,15,1,0,0
AC-1638,Apex Corp,Manufacturing,Enterprise,2-Year Fixed,Credit Card,30,1615.11,49628.93,452,265,6,1,8,0,52.1,1,0,1,0,0
AC-1639,Hyperion Solutions,E-Commerce,SMB,1-Year Fixed,Auto-Invoice,42,323.8,13255.94,21,12,1,2,8,3,58.5,1,10,1,0,0
AC-1640,Titan Labs,Logistics,Enterprise,Month-to-Month,Auto-Invoice,11,1851.65,19821.3,95,93,2,0,8,3,47.2,0,10,1,1,1
AC-1641,Aegis Logistics,Professional Services,Mid-Market,1-Year Fixed,Credit Card,27,806.31,22749.87,73,53,4,0,6,3,78.4,0,5,0,1,0
AC-1642,Apex Technologies,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,24,1636.13,37412.49,187,139,3,2,6,12,54.0,0,5,1,0,1
AC-1643,Hyperion Corp,Professional Services,Mid-Market,1-Year Fixed,Manual Wire,39,1849.64,69535.21,31,25,5,0,10,1,76.6,0,15,1,1,0
AC-1644,Zenith Capital,Financial Services,Mid-Market,2-Year Fixed,Credit Card,72,1487.22,107832.96,53,44,6,2,10,0,45.8,1,5,1,1,1
AC-1645,Starlight Capital,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,18,911.21,16791.87,53,39,6,1,5,5,84.4,1,0,1,1,0
AC-1646,Velocity Capital,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,45,3674.26,165968.2,451,210,2,0,6,1,45.0,1,5,1,1,0
AC-1647,Omni Corp,Healthcare,Enterprise,Month-to-Month,Credit Card,12,3635.47,42993.35,445,406,8,1,10,0,25.9,1,5,1,0,1
AC-1648,Crest Solutions,Enterprise Tech,Mid-Market,2-Year Fixed,Auto-Invoice,49,666.36,34212.31,71,58,6,1,8,3,90.3,1,0,0,1,0
AC-1649,Aegis Global,Healthcare,SMB,1-Year Fixed,ACH Direct Debit,31,614.64,19442.26,8,7,5,0,9,1,52.6,1,10,1,1,0
AC-1650,Nexus Corp,Healthcare,SMB,Month-to-Month,ACH Direct Debit,22,512.66,11652.28,20,20,1,2,9,2,99.6,1,15,0,0,0
AC-1651,Starlight Logistics,Logistics,Enterprise,Month-to-Month,Credit Card,44,4017.9,168659.73,316,272,3,0,7,1,78.2,1,10,1,0,0
AC-1652,Aegis Cloud,Logistics,Mid-Market,3-Year Enterprise,Auto-Invoice,64,1265.13,78830.11,40,35,2,1,8,0,82.2,1,5,0,1,0
AC-1653,Omni Corp,Financial Services,Enterprise,Month-to-Month,Credit Card,25,1625.79,40133.32,167,161,2,0,8,5,86.8,1,15,1,0,0
AC-1654,Aegis Logistics,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,51,3110.72,153611.3,489,198,3,0,5,0,70.0,1,10,1,1,0
AC-1655,Quantum Technologies,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,7,955.65,6403.84,39,25,3,0,8,20,70.2,1,5,0,1,0
AC-1656,Hyperion Capital,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,6,1029.24,6005.67,45,32,5,0,10,2,91.1,0,10,1,1,0
AC-1657,Synergy Logistics,Enterprise Tech,Enterprise,1-Year Fixed,ACH Direct Debit,24,4582.32,110345.59,104,55,3,0,6,7,70.0,1,10,1,0,0
AC-1658,Solstice Cloud,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,19,2580.55,49990.2,202,179,4,0,8,10,54.9,1,0,1,1,0
AC-1659,Crest Logistics,Financial Services,Enterprise,Month-to-Month,ACH Direct Debit,9,1948.25,18014.73,288,240,1,1,8,2,78.5,1,5,1,0,1
AC-1660,Zenith Capital,Professional Services,SMB,Month-to-Month,Credit Card,36,346.52,11904.55,16,13,3,2,7,8,30.0,1,0,1,0,1
AC-1661,Solstice Solutions,Healthcare,SMB,Month-to-Month,Credit Card,40,458.42,18204.75,5,5,3,1,9,10,91.8,1,25,1,1,0
AC-1662,Acme Systems,Financial Services,Enterprise,1-Year Fixed,Auto-Invoice,24,4705.9,108674.8,444,214,1,1,6,1,92.1,0,0,1,0,0
AC-1663,Velocity Capital,Healthcare,Enterprise,2-Year Fixed,ACH Direct Debit,48,3039.1,144873.17,162,132,2,1,10,30,89.6,1,0,1,1,0
AC-1664,Crest Cloud,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,63,659.04,41245.39,8,5,4,0,9,0,88.9,1,5,1,1,0
AC-1665,Crest Data,Financial Services,SMB,1-Year Fixed,Credit Card,69,295.13,20360.33,13,7,7,0,5,1,66.5,1,15,0,0,0
AC-1666,Starlight Corp,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,53,1013.84,55844.34,44,18,4,1,10,9,66.1,0,5,0,1,0
AC-1667,Omni Capital,Healthcare,Enterprise,3-Year Enterprise,ACH Direct Debit,54,2346.41,130571.89,251,233,4,0,8,1,45.9,0,15,1,1,0
AC-1668,Omni Capital,Financial Services,Enterprise,3-Year Enterprise,Manual Wire,42,3459.38,147280.43,266,191,2,1,6,7,99.5,0,10,1,1,0
AC-1669,Velocity Logistics,Professional Services,Mid-Market,2-Year Fixed,Credit Card,45,1262.81,59016.58,77,68,3,0,10,11,59.3,1,10,1,1,0
AC-1670,Apex Data,Manufacturing,Mid-Market,Month-to-Month,Auto-Invoice,14,1723.43,24558.63,50,34,3,0,8,19,74.1,0,15,1,1,0
AC-1671,Velocity Logistics,E-Commerce,Enterprise,Month-to-Month,Manual Wire,29,3682.56,110199.43,430,195,2,1,3,3,72.6,0,0,0,1,1
AC-1672,Acme Technologies,Healthcare,Mid-Market,Month-to-Month,Credit Card,6,1016.24,6136.33,79,42,2,3,6,21,43.9,0,20,1,1,1
AC-1673,Nexus Capital,E-Commerce,Enterprise,Month-to-Month,Auto-Invoice,7,1774.57,12453.32,156,88,3,0,8,3,36.6,0,15,0,1,1
AC-1674,Acme Technologies,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,37,504.34,19078.76,20,20,4,0,3,1,68.1,0,20,0,1,0
AC-1675,Aegis Networks,Financial Services,Mid-Market,2-Year Fixed,ACH Direct Debit,53,1773.61,89486.35,68,21,5,2,7,4,59.8,0,15,1,1,0
AC-1676,Apex Labs,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,18,4024.12,73813.14,237,235,5,2,8,6,66.4,1,15,1,0,1
AC-1677,Omni Logistics,Healthcare,Mid-Market,2-Year Fixed,Credit Card,38,1530.07,60669.06,36,36,4,0,5,3,87.2,1,0,0,0,0
AC-1678,Solstice Corp,Healthcare,Mid-Market,1-Year Fixed,Credit Card,59,782.91,47179.92,39,39,2,0,8,5,72.0,1,5,1,1,0
AC-1679,Hyperion Networks,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,1,320.19,305.36,7,4,4,0,7,3,81.7,1,5,1,0,0
AC-1680,Acme Systems,Professional Services,Mid-Market,Month-to-Month,Credit Card,68,1681.01,112912.81,71,69,4,2,5,4,76.0,1,0,1,1,1
AC-1681,Velocity Technologies,Manufacturing,Enterprise,Month-to-Month,Auto-Invoice,44,3881.13,176056.43,194,112,2,0,9,18,62.3,1,10,1,1,0
AC-1682,Synergy Global,E-Commerce,Mid-Market,2-Year Fixed,Credit Card,47,618.52,30403.64,58,18,5,0,9,4,50.0,0,0,1,0,0
AC-1683,Quantum Labs,Healthcare,Enterprise,Month-to-Month,Credit Card,35,3068.87,106015.87,358,164,3,2,7,1,72.8,1,0,0,1,1
AC-1684,Velocity Health,Manufacturing,SMB,1-Year Fixed,Credit Card,60,712.73,44222.88,11,11,1,1,7,8,69.5,1,15,0,0,0
AC-1685,Omni Health,Enterprise Tech,Mid-Market,Month-to-Month,ACH Direct Debit,52,1589.62,85667.5,30,9,6,2,9,2,84.5,1,20,1,1,0
AC-1686,Titan Corp,Logistics,Mid-Market,1-Year Fixed,ACH Direct Debit,8,1489.87,11469.96,69,47,7,1,7,10,65.3,1,15,0,0,0
AC-1687,Acme Labs,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,41,3397.07,144096.01,448,158,5,1,3,0,62.6,0,15,1,1,1
AC-1688,Titan Health,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,3,1672.57,4929.52,54,27,3,2,8,2,63.9,1,10,0,1,0
AC-1689,Nexus Corp,Financial Services,SMB,2-Year Fixed,Auto-Invoice,69,560.27,39019.07,16,6,3,1,5,0,51.5,1,15,1,1,0
AC-1690,Acme Logistics,Manufacturing,SMB,Month-to-Month,Credit Card,14,260.24,3657.56,5,5,1,1,6,0,94.0,0,5,0,0,0
AC-1691,Aegis Technologies,Professional Services,Enterprise,1-Year Fixed,Manual Wire,26,2322.28,61363.79,119,85,0,1,10,6,88.5,1,25,1,1,0
AC-1692,Vortex Networks,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,70,3872.07,277562.57,96,89,3,0,7,2,46.2,1,0,1,0,0
AC-1693,Vortex Cloud,Healthcare,SMB,1-Year Fixed,ACH Direct Debit,58,575.21,33164.95,19,15,4,0,7,12,82.5,0,15,1,0,1
AC-1694,Vortex Cloud,Professional Services,SMB,3-Year Enterprise,Auto-Invoice,40,454.36,18880.13,20,20,0,1,8,4,34.8,0,10,1,1,0
AC-1695,Apex Cloud,Healthcare,Enterprise,Month-to-Month,Credit Card,51,1665.07,87546.79,481,316,0,0,8,2,85.7,1,10,1,0,0
AC-1696,Aegis Data,Manufacturing,Mid-Market,1-Year Fixed,Credit Card,5,1248.37,6420.01,57,43,1,0,5,7,55.5,1,10,1,1,0
AC-1697,Aegis Global,Healthcare,Mid-Market,1-Year Fixed,Auto-Invoice,32,820.66,26151.47,65,46,3,0,7,6,74.5,0,15,1,1,0
AC-1698,Hyperion Capital,Financial Services,SMB,3-Year Enterprise,Auto-Invoice,1,775.83,739.95,14,9,3,0,7,9,33.3,1,15,1,1,0
AC-1699,Acme Networks,Financial Services,Enterprise,Month-to-Month,Manual Wire,54,1890.54,102010.11,252,225,6,1,8,6,46.4,1,0,1,1,0
AC-1700,Starlight Technologies,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,11,4788.29,54769.85,179,134,3,1,8,1,76.4,1,0,0,0,0
AC-1701,Omni Capital,Logistics,SMB,1-Year Fixed,Auto-Invoice,53,343.89,17661.98,9,8,5,0,10,6,55.4,1,0,0,1,0
AC-1702,Apex Systems,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,8,2848.85,23890.67,341,290,3,1,5,3,52.9,1,0,1,1,0
AC-1703,Zenith Cloud,Healthcare,Mid-Market,1-Year Fixed,Manual Wire,25,1606.62,41401.35,16,7,5,0,9,3,93.1,1,0,1,1,0
AC-1704,Hyperion Logistics,Healthcare,Mid-Market,Month-to-Month,Credit Card,40,1721.1,70288.55,16,12,4,0,10,15,100.0,0,10,0,1,0
AC-1705,Crest Solutions,Healthcare,Mid-Market,1-Year Fixed,Credit Card,32,1290.88,42039.98,24,11,8,0,8,2,84.9,0,5,1,1,0
AC-1706,Omni Systems,Manufacturing,Mid-Market,2-Year Fixed,Manual Wire,28,761.6,21510.38,37,26,1,1,6,5,48.3,1,15,0,1,0
AC-1707,Synergy Systems,Professional Services,Mid-Market,1-Year Fixed,Auto-Invoice,3,1213.1,3719.61,29,22,4,1,10,2,99.7,0,5,1,1,0
AC-1708,Starlight Health,Financial Services,Enterprise,1-Year Fixed,Credit Card,62,3555.81,218738.55,251,251,2,0,3,0,39.9,1,10,1,1,0
AC-1709,Apex Corp,Logistics,Mid-Market,1-Year Fixed,Auto-Invoice,27,1435.3,40091.2,28,9,3,0,6,3,62.5,1,0,0,1,0
AC-1710,Hyperion Technologies,Logistics,SMB,Month-to-Month,Auto-Invoice,45,495.15,22719.24,12,4,3,1,10,5,69.0,0,15,1,1,1
AC-1711,Crest Capital,Healthcare,SMB,Month-to-Month,ACH Direct Debit,25,681.45,17498.36,14,5,5,0,6,3,100.0,1,15,1,0,1
AC-1712,Apex Networks,Professional Services,Enterprise,1-Year Fixed,ACH Direct Debit,61,3240.96,203480.99,159,92,5,1,10,3,84.4,1,5,1,1,0
AC-1713,Apex Networks,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,44,3928.48,165801.92,95,83,2,1,4,10,59.7,1,5,1,0,1
AC-1714,Nexus Cloud,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,46,4267.05,187562.23,261,233,6,1,5,0,51.0,0,0,1,1,1
AC-1715,Quantum Global,Manufacturing,Mid-Market,1-Year Fixed,Credit Card,14,626.42,9033.84,48,39,2,1,6,2,86.0,0,15,1,1,0
AC-1716,Solstice Systems,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,8,778.25,6076.19,47,44,2,0,8,10,58.4,1,10,1,1,0
AC-1717,Zenith Capital,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,48,1694.85,82019.65,57,30,4,0,7,15,71.9,1,10,1,1,0
AC-1718,Nexus Solutions,Manufacturing,Enterprise,1-Year Fixed,Auto-Invoice,14,2608.7,36316.22,434,157,5,2,6,3,43.3,1,0,1,1,1
AC-1719,Apex Global,Enterprise Tech,Enterprise,Month-to-Month,Auto-Invoice,65,2009.83,124394.92,206,70,2,1,10,13,78.2,1,0,0,0,0
AC-1720,Velocity Solutions,Manufacturing,Mid-Market,3-Year Enterprise,ACH Direct Debit,7,652.05,4354.52,75,67,1,0,10,1,76.8,1,0,1,0,0
