account_id,company_name,industry,customer_segment,contract_type,payment_method,tenure_months,monthly_charges,total_charges,contract_licenses,active_users,support_tickets_30d,sla_breaches_90d,nps_score,last_login_days_ago,feature_usage_score,executive_sponsor_present,discount_percentage,paperless_billing,auto_renewal,churn,support_ticket_rate,usage_per_license,charge_per_user,engagement_score,account_health_index,churn_probability,prediction,risk_level
AC-1453,Synergy Logistics,Manufacturing,Enterprise,2-Year Fixed,Credit Card,63,3898.65,241114.02,436,307,4,1,8,11,30.9,0,0,1,1,0,0.0625,0.7041,12.7,50.54,51.58,0.1481,0,LOW
AC-1454,Titan Solutions,Healthcare,Enterprise,1-Year Fixed,Manual Wire,34,3835.94,125548.68,455,221,4,0,5,12,66.6,1,0,1,0,1,0.1143,0.4857,17.36,59.96,46.71,0.426,0,MEDIUM
AC-1455,Hyperion Technologies,Enterprise Tech,Mid-Market,2-Year Fixed,Credit Card,10,1351.28,13491.24,66,50,5,0,4,5,28.9,1,10,1,0,0,0.4545,0.7576,27.03,33.34,54.65,0.2462,0,LOW
AC-1456,Nexus Cloud,Logistics,Mid-Market,2-Year Fixed,Auto-Invoice,7,1941.17,13622.52,36,26,5,2,10,8,69.8,1,10,1,1,0,0.625,0.7222,74.66,81.88,77.44,0.0368,0,LOW
AC-1457,Vortex Data,Healthcare,Mid-Market,1-Year Fixed,Manual Wire,56,1423.94,81350.99,45,17,2,1,4,2,83.4,1,0,1,0,0,0.0351,0.3778,83.76,66.04,41.56,0.0532,0,LOW
AC-1458,Apex Technologies,Enterprise Tech,SMB,1-Year Fixed,Credit Card,37,665.18,25768.25,6,5,2,2,10,39,73.0,0,10,1,1,0,0.0526,0.8333,133.04,83.8,18.17,0.2139,0,LOW
AC-1459,Crest Labs,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,29,680.99,19620.24,14,13,6,1,7,2,84.9,0,20,1,0,0,0.2,0.9286,52.38,78.94,61.57,0.132,0,LOW
AC-1460,Solstice Cloud,Manufacturing,SMB,3-Year Enterprise,Credit Card,12,589.72,7010.14,21,9,4,1,6,5,100.0,1,0,1,0,0,0.3077,0.4286,65.52,84.0,54.07,0.1225,0,LOW
AC-1461,Acme Systems,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,17,700.72,11757.3,58,42,2,1,8,2,65.4,1,5,1,1,0,0.1111,0.7241,16.68,71.24,80.48,0.0361,0,LOW
AC-1462,Velocity Networks,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,48,664.46,32936.77,71,38,2,1,10,0,100.0,1,10,1,0,0,0.0408,0.5352,17.49,100.0,95.7,0.0061,0,LOW
AC-1463,Velocity Labs,Manufacturing,Enterprise,2-Year Fixed,Auto-Invoice,26,2251.88,56536.66,280,174,2,0,5,5,71.8,0,10,1,1,0,0.0741,0.6214,12.94,63.08,44.93,0.0455,0,LOW
AC-1464,Omni Solutions,Healthcare,Enterprise,1-Year Fixed,Credit Card,12,3117.73,36828.42,296,148,3,3,6,2,85.1,0,0,1,1,1,0.2308,0.5,21.07,75.06,25.0,0.7385,1,HIGH
AC-1465,Aegis Global,Healthcare,Enterprise,Month-to-Month,ACH Direct Debit,21,2682.36,57596.81,210,115,3,2,9,5,57.0,0,0,1,1,1,0.1364,0.5476,23.32,70.2,55.45,0.9454,1,CRITICAL
AC-1466,Synergy Technologies,Financial Services,Mid-Market,1-Year Fixed,Credit Card,42,1173.84,46913.59,59,19,5,1,8,5,97.1,1,15,1,0,0,0.1163,0.322,61.78,90.26,67.94,0.0153,0,LOW
AC-1467,Crest Solutions,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,61,1487.71,88838.93,38,38,9,0,10,4,86.8,0,20,1,1,0,0.1452,1.0,39.15,92.08,94.0,0.0192,0,LOW
AC-1468,Hyperion Solutions,Financial Services,SMB,2-Year Fixed,Auto-Invoice,58,761.48,44790.55,16,12,9,0,8,0,94.5,1,15,1,0,0,0.1525,0.75,63.46,88.7,94.0,0.0084,0,LOW
AC-1469,Vortex Solutions,Logistics,Enterprise,Month-to-Month,Auto-Invoice,54,2003.49,104790.82,331,215,3,0,10,3,69.0,1,20,1,1,0,0.0545,0.6495,9.32,81.4,103.49,0.0204,0,LOW
AC-1470,Solstice Cloud,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,34,1327.22,44235.2,74,42,1,0,8,10,45.4,1,10,1,0,0,0.0286,0.5676,31.6,59.24,75.35,0.1063,0,LOW
AC-1471,Nexus Solutions,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,7,1253.54,8762.53,51,35,4,0,8,2,76.3,0,20,1,0,0,0.5,0.6863,35.82,77.78,74.73,0.0744,0,LOW
AC-1472,Starlight Health,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,35,2833.93,98414.12,215,122,6,0,8,3,37.5,1,10,1,1,1,0.1667,0.5674,23.23,54.5,85.85,0.7347,1,HIGH
AC-1473,Hyperion Systems,E-Commerce,Mid-Market,3-Year Enterprise,ACH Direct Debit,15,1934.31,27871.55,67,37,4,0,7,4,61.9,0,20,0,1,0,0.25,0.5522,52.28,65.14,61.04,0.0913,0,LOW
AC-1474,Quantum Data,E-Commerce,Enterprise,1-Year Fixed,Manual Wire,65,4707.35,319386.78,295,184,5,1,9,12,71.4,1,0,1,1,0,0.0758,0.6237,25.58,78.84,71.47,0.1235,0,LOW
AC-1475,Solstice Networks,Healthcare,Mid-Market,Month-to-Month,Manual Wire,25,841.42,20076.9,29,14,3,2,8,6,100.0,0,15,1,1,0,0.1154,0.4828,60.1,92.0,44.66,0.067,0,LOW
AC-1476,Titan Global,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,59,1741.99,105344.2,74,32,5,1,9,0,73.7,0,0,1,0,0,0.0833,0.4324,54.44,80.22,70.65,0.0314,0,LOW
AC-1477,Apex Labs,Enterprise Tech,Enterprise,2-Year Fixed,ACH Direct Debit,6,2458.58,14119.27,251,173,8,0,9,12,70.5,0,0,1,0,1,1.1429,0.6892,14.21,78.3,67.78,0.2236,0,LOW
AC-1478,Zenith Corp,Healthcare,Enterprise,Month-to-Month,Auto-Invoice,52,2045.07,105995.85,70,62,6,1,8,10,66.9,1,5,1,1,0,0.1132,0.8857,32.98,72.14,71.71,0.0914,0,LOW
AC-1479,Titan Capital,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,21,1929.86,39211.6,66,27,0,2,8,8,43.8,0,5,1,0,0,0.0,0.4091,71.48,58.28,40.18,0.318,0,MEDIUM
AC-1480,Apex Logistics,Financial Services,SMB,Month-to-Month,ACH Direct Debit,71,632.61,43303.29,13,4,2,2,5,3,69.5,1,0,1,0,0,0.0278,0.3077,158.15,61.7,36.65,0.1668,0,LOW
AC-1481,Apex Data,Healthcare,Mid-Market,Month-to-Month,Credit Card,32,1939.18,59732.32,33,16,6,1,6,8,69.9,0,25,1,1,0,0.1818,0.4848,121.2,65.94,35.7,0.5776,1,MEDIUM
AC-1482,Starlight Capital,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,53,1115.58,58846.59,16,16,3,0,9,4,50.6,0,10,0,0,0,0.0556,1.0,69.72,66.36,86.0,0.0428,0,LOW
AC-1483,Omni Solutions,Professional Services,Mid-Market,1-Year Fixed,Credit Card,59,1504.75,88917.73,69,61,7,0,10,8,46.6,1,20,0,1,0,0.1167,0.8841,24.67,67.96,100.68,0.0299,0,LOW
AC-1484,Hyperion Labs,E-Commerce,SMB,Month-to-Month,Auto-Invoice,69,451.79,30030.64,16,11,2,0,3,13,59.3,0,25,1,1,0,0.0286,0.6875,41.07,47.58,18.25,0.3525,0,MEDIUM
AC-1485,Vortex Cloud,E-Commerce,SMB,Month-to-Month,ACH Direct Debit,62,257.95,16759.59,20,19,5,0,6,13,69.2,1,5,1,1,0,0.0794,0.95,13.58,65.52,62.5,0.0367,0,LOW
AC-1486,Aegis Cloud,Healthcare,Mid-Market,Month-to-Month,Credit Card,4,1498.24,5847.79,29,18,5,1,7,3,59.8,1,0,1,0,0,1.0,0.6207,83.24,63.88,68.91,0.1713,0,LOW
AC-1487,Nexus Health,E-Commerce,Mid-Market,3-Year Enterprise,Manual Wire,18,1500.98,26906.44,57,56,3,2,5,12,49.1,1,0,1,0,1,0.1579,0.9825,26.8,49.46,36.65,0.5869,1,MEDIUM
AC-1488,Synergy Networks,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,56,559.57,30446.82,7,4,2,0,5,0,73.2,0,5,0,1,0,0.0351,0.5714,139.89,63.92,51.43,0.1372,0,LOW
AC-1489,Velocity Cloud,Financial Services,Mid-Market,3-Year Enterprise,Auto-Invoice,24,1311.69,31461.43,38,18,0,1,8,0,77.7,1,10,1,0,0,0.0,0.4737,72.87,78.62,78.47,0.0554,0,LOW
AC-1490,Hyperion Capital,Financial Services,Mid-Market,1-Year Fixed,Credit Card,66,1174.72,79516.46,44,33,3,2,10,4,70.2,1,5,1,1,0,0.0448,0.75,35.6,82.12,84.0,0.0231,0,LOW
AC-1491,Starlight Capital,Healthcare,Enterprise,Month-to-Month,Credit Card,13,4283.48,55802.75,99,56,2,1,3,6,57.9,1,5,0,1,1,0.1429,0.5657,76.49,46.74,31.31,0.8954,1,CRITICAL
AC-1492,Starlight Capital,Enterprise Tech,SMB,2-Year Fixed,Auto-Invoice,62,537.68,32621.6,8,6,3,1,7,1,78.7,0,0,0,1,0,0.0476,0.75,89.61,75.22,59.5,0.009,0,LOW
AC-1493,Acme Global,Enterprise Tech,SMB,1-Year Fixed,ACH Direct Debit,54,367.09,19324.11,21,11,3,0,8,3,64.6,1,5,0,1,0,0.0545,0.5238,33.37,70.76,84.98,0.0081,0,LOW
AC-1494,Nexus Cloud,Financial Services,Enterprise,2-Year Fixed,ACH Direct Debit,15,4514.26,69467.25,279,204,2,2,9,0,46.6,1,0,0,0,0,0.125,0.7312,22.13,63.96,81.62,0.0659,0,LOW
AC-1495,Zenith Solutions,Professional Services,Mid-Market,3-Year Enterprise,Manual Wire,69,1135.26,75342.49,42,21,3,1,8,5,86.7,1,15,1,1,0,0.0429,0.5,54.06,84.02,71.5,0.0091,0,LOW
AC-1496,Zenith Logistics,Financial Services,Mid-Market,Month-to-Month,ACH Direct Debit,3,1225.78,3629.52,25,8,5,4,10,11,74.4,1,0,1,0,1,1.25,0.32,153.22,84.64,44.9,0.7361,1,HIGH
AC-1497,Nexus Global,Healthcare,Enterprise,Month-to-Month,ACH Direct Debit,37,4530.25,161777.43,79,74,1,1,7,8,65.9,1,5,1,1,1,0.0263,0.9367,61.22,67.54,67.73,0.7825,1,HIGH
AC-1498,Omni Labs,Enterprise Tech,SMB,2-Year Fixed,Credit Card,37,370.59,13379.97,20,18,3,0,10,2,39.7,0,0,1,0,0,0.0789,0.9,20.59,63.82,95.0,0.0748,0,LOW
AC-1499,Vortex Data,E-Commerce,Enterprise,Month-to-Month,ACH Direct Debit,3,4150.09,12017.85,165,162,2,2,6,31,54.6,0,15,1,1,1,0.5,0.9818,25.62,56.76,1.14,0.987,1,CRITICAL
AC-1500,Titan Technologies,Financial Services,Enterprise,Month-to-Month,Auto-Invoice,63,4112.59,269114.18,445,357,4,0,7,6,100.0,0,5,1,1,0,0.0625,0.8022,11.52,88.0,63.04,0.0074,0,LOW
AC-1501,Omni Technologies,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,35,770.17,27581.07,21,16,1,0,5,10,40.8,0,0,1,0,1,0.0278,0.7619,48.14,44.48,40.24,0.8461,1,CRITICAL
AC-1502,Apex Labs,Healthcare,Mid-Market,Month-to-Month,Auto-Invoice,52,762.96,39915.64,20,14,7,0,9,6,63.5,1,5,0,1,1,0.1321,0.7,54.5,74.1,92.0,0.2611,0,LOW
AC-1503,Acme Data,Enterprise Tech,Enterprise,2-Year Fixed,Credit Card,28,1808.44,49240.91,125,49,3,0,7,27,67.7,1,20,0,0,0,0.1034,0.392,36.91,68.62,38.34,0.2415,0,LOW
AC-1504,Titan Solutions,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,18,718.01,12937.4,69,30,5,2,8,10,73.8,1,20,1,0,0,0.2632,0.4348,23.93,76.28,52.7,0.4943,0,MEDIUM
AC-1505,Apex Logistics,Enterprise Tech,Mid-Market,1-Year Fixed,Manual Wire,36,1468.04,52959.54,63,32,8,1,7,4,41.1,1,0,1,0,0,0.2162,0.5079,45.88,52.66,65.16,0.6055,1,HIGH
AC-1506,Zenith Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,33,2873.95,95697.74,181,167,3,2,8,2,71.1,1,10,1,1,0,0.0882,0.9227,17.21,74.66,74.45,0.229,0,LOW
AC-1507,Acme Logistics,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,64,4248.84,259963.34,469,197,8,2,8,7,37.7,0,0,0,0,1,0.1231,0.42,21.57,54.62,41.9,0.8562,1,CRITICAL
AC-1508,Acme Health,Financial Services,Mid-Market,Month-to-Month,Credit Card,26,619.92,16880.14,20,19,3,1,5,5,69.8,1,0,1,1,0,0.1111,0.95,32.63,61.88,56.5,0.172,0,LOW
AC-1509,Hyperion Capital,Logistics,Enterprise,2-Year Fixed,Auto-Invoice,48,2549.27,121942.05,447,298,4,3,5,6,56.3,1,5,1,0,0,0.0816,0.6667,8.55,53.78,29.33,0.0394,0,LOW
AC-1510,Solstice Cloud,Healthcare,SMB,Month-to-Month,Auto-Invoice,40,549.77,22928.78,22,18,9,0,7,2,52.4,1,0,0,1,0,0.2195,0.8182,30.54,59.44,84.36,0.0645,0,LOW
AC-1511,Velocity Systems,Healthcare,SMB,2-Year Fixed,Auto-Invoice,17,241.71,3907.65,22,8,7,0,9,3,83.0,1,15,1,1,0,0.3889,0.3636,30.21,85.8,89.77,0.0242,0,LOW
AC-1512,Titan Corp,Financial Services,SMB,2-Year Fixed,Credit Card,40,228.61,8913.56,18,9,5,0,10,5,63.8,1,20,1,1,0,0.122,0.5,25.4,78.28,97.5,0.0136,0,LOW
AC-1513,Apex Capital,Professional Services,Enterprise,1-Year Fixed,Credit Card,7,3079.33,20701.71,279,271,2,0,8,11,76.5,1,0,1,0,1,0.25,0.9713,11.36,77.9,81.93,0.6826,1,HIGH
AC-1514,Apex Global,Financial Services,SMB,1-Year Fixed,ACH Direct Debit,57,765.13,44788.27,6,3,7,1,9,8,77.1,1,0,1,1,0,0.1207,0.5,255.04,82.26,75.0,0.0125,0,LOW
AC-1515,Zenith Corp,Enterprise Tech,Mid-Market,1-Year Fixed,ACH Direct Debit,8,1469.94,11548.0,40,20,3,1,4,0,90.9,0,5,1,0,0,0.3333,0.5,73.5,70.54,32.0,0.1789,0,LOW
AC-1516,Velocity Capital,E-Commerce,Mid-Market,1-Year Fixed,Credit Card,56,849.88,49213.8,62,27,2,0,10,1,46.3,0,10,1,0,1,0.0351,0.4355,31.48,67.78,87.21,0.3419,0,MEDIUM
AC-1517,Hyperion Logistics,Enterprise Tech,Enterprise,2-Year Fixed,Auto-Invoice,31,4477.0,143400.08,410,160,5,0,8,0,84.5,1,20,1,1,0,0.1562,0.3902,27.98,82.7,86.8,0.0348,0,LOW
AC-1518,Crest Networks,Financial Services,Enterprise,2-Year Fixed,Auto-Invoice,59,4527.61,271611.28,121,56,7,0,7,0,68.3,1,15,1,0,0,0.1167,0.4628,80.85,68.98,80.26,0.0641,0,LOW
AC-1519,Solstice Capital,Healthcare,Mid-Market,Month-to-Month,ACH Direct Debit,58,1942.78,114549.29,26,19,7,0,7,1,61.2,0,10,0,0,1,0.1186,0.7308,102.25,64.72,69.12,0.7324,1,HIGH
AC-1520,Vortex Logistics,Manufacturing,Mid-Market,1-Year Fixed,Auto-Invoice,12,700.63,8575.85,37,23,4,0,5,9,47.3,1,0,1,0,1,0.3077,0.6216,30.46,48.38,53.93,0.5339,1,MEDIUM
AC-1521,Solstice Cloud,Healthcare,Enterprise,3-Year Enterprise,Auto-Invoice,48,2821.17,137769.2,193,133,3,2,5,14,78.9,1,15,1,0,0,0.0612,0.6891,21.21,67.34,27.78,0.0839,0,LOW
AC-1522,Quantum Global,E-Commerce,Mid-Market,3-Year Enterprise,ACH Direct Debit,31,1863.07,57102.01,23,9,7,1,10,3,51.4,1,0,0,0,0,0.2188,0.3913,207.01,70.84,88.33,0.1406,0,LOW
AC-1523,Synergy Global,Professional Services,Enterprise,1-Year Fixed,Credit Card,63,2685.23,172262.38,333,287,1,1,5,5,77.3,1,20,0,1,0,0.0156,0.8619,9.36,66.38,54.74,0.0372,0,LOW
AC-1524,Velocity Networks,Enterprise Tech,Mid-Market,1-Year Fixed,Auto-Invoice,39,1297.92,52630.51,31,26,0,0,5,7,100.0,1,0,1,0,0,0.0,0.8387,49.92,80.0,61.27,0.0545,0,LOW
AC-1525,Solstice Cloud,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,20,1090.01,21435.21,56,18,2,0,6,18,85.6,1,10,0,1,1,0.0952,0.3214,60.56,75.36,42.43,0.6089,1,HIGH
AC-1526,Velocity Data,Financial Services,SMB,3-Year Enterprise,Manual Wire,48,264.5,13260.83,11,6,5,0,5,15,93.0,0,0,1,1,0,0.102,0.5455,44.08,75.8,28.41,0.0434,0,LOW
AC-1527,Zenith Solutions,Financial Services,SMB,Month-to-Month,ACH Direct Debit,71,717.38,48456.46,14,5,5,2,7,0,55.1,1,5,0,1,1,0.0694,0.3571,143.48,61.06,58.14,0.5635,1,MEDIUM
AC-1528,Titan Technologies,Financial Services,Mid-Market,1-Year Fixed,ACH Direct Debit,54,690.86,36743.42,71,61,5,0,9,1,81.7,0,10,0,1,0,0.0909,0.8592,11.33,85.02,87.68,0.0098,0,LOW
AC-1529,Nexus Global,Manufacturing,Mid-Market,Month-to-Month,Credit Card,71,1476.31,100961.74,28,23,5,1,6,0,47.4,0,10,1,1,0,0.0694,0.8214,64.19,52.44,54.43,0.3496,0,MEDIUM
AC-1530,Velocity Health,E-Commerce,Mid-Market,Month-to-Month,Credit Card,29,1183.59,33042.52,53,49,2,2,4,5,63.8,1,15,1,1,1,0.0667,0.9245,24.15,54.28,37.99,0.8021,1,CRITICAL
AC-1531,Synergy Labs,E-Commerce,SMB,1-Year Fixed,Manual Wire,48,561.77,27815.51,18,8,8,2,8,7,99.3,1,10,1,0,0,0.1633,0.4444,70.22,91.58,57.39,0.0304,0,LOW
AC-1532,Crest Logistics,Financial Services,Mid-Market,3-Year Enterprise,Manual Wire,56,894.75,52202.28,32,20,6,0,7,2,57.1,1,0,1,1,0,0.1053,0.625,44.74,62.26,80.5,0.0147,0,LOW
AC-1533,Synergy Health,Logistics,Enterprise,Month-to-Month,Auto-Invoice,17,3643.46,63659.22,133,57,3,2,9,11,88.0,0,15,0,1,0,0.1667,0.4286,63.92,88.8,44.07,0.1221,0,LOW
AC-1534,Apex Networks,Professional Services,Enterprise,1-Year Fixed,ACH Direct Debit,9,2900.01,27344.06,97,54,4,1,6,3,86.3,1,15,1,1,0,0.4,0.5567,53.7,75.78,59.63,0.0597,0,LOW
AC-1535,Hyperion Logistics,Logistics,Mid-Market,Month-to-Month,Auto-Invoice,34,1430.36,47252.68,59,39,1,0,7,39,87.3,0,0,0,0,1,0.0286,0.661,36.68,80.38,10.72,0.6194,1,HIGH
AC-1536,Solstice Data,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,45,1121.24,48643.43,18,6,4,0,7,0,45.2,0,15,1,1,0,0.087,0.3333,186.87,55.12,62.67,0.113,0,LOW
AC-1537,Acme Systems,E-Commerce,SMB,1-Year Fixed,Credit Card,9,290.4,2619.01,17,14,7,1,7,0,77.5,1,25,1,1,0,0.7,0.8235,20.74,74.5,77.47,0.0248,0,LOW
AC-1538,Zenith Corp,Enterprise Tech,Enterprise,1-Year Fixed,Credit Card,7,3437.69,24855.62,423,288,2,1,6,2,65.2,1,10,1,1,0,0.25,0.6809,11.94,63.12,63.62,0.1392,0,LOW
AC-1539,Acme Corp,Financial Services,Mid-Market,Month-to-Month,Manual Wire,16,844.58,12891.45,79,70,2,1,6,0,87.6,1,0,1,1,0,0.1176,0.8861,12.07,76.56,70.72,0.0711,0,LOW
AC-1540,Titan Global,Enterprise Tech,SMB,Month-to-Month,Auto-Invoice,19,333.67,6653.91,23,11,1,0,3,9,38.2,1,10,1,1,0,0.05,0.4783,30.33,34.92,35.07,0.3497,0,MEDIUM
AC-1541,Acme Solutions,E-Commerce,SMB,Month-to-Month,Credit Card,6,276.83,1677.96,24,22,4,2,6,0,74.6,1,5,1,1,0,0.5714,0.9167,12.58,68.76,61.33,0.1158,0,LOW
AC-1542,Velocity Corp,E-Commerce,Mid-Market,Month-to-Month,Manual Wire,11,1487.34,17144.32,58,58,4,1,9,8,72.1,0,10,1,0,0,0.3333,1.0,25.64,79.26,70.0,0.1322,0,LOW
AC-1543,Velocity Technologies,Enterprise Tech,Mid-Market,3-Year Enterprise,Manual Wire,61,1396.69,84048.61,32,30,2,0,9,0,32.2,0,5,1,1,0,0.0323,0.9375,46.56,55.32,90.75,0.0273,0,LOW
AC-1544,Vortex Capital,Financial Services,Mid-Market,3-Year Enterprise,Auto-Invoice,42,1135.62,47495.83,61,52,6,1,6,1,52.1,1,20,0,0,0,0.1395,0.8525,21.84,55.26,68.55,0.0375,0,LOW
AC-1545,Quantum Systems,Healthcare,SMB,Month-to-Month,Auto-Invoice,13,424.25,5654.43,9,8,5,0,10,11,35.1,1,10,1,1,0,0.3571,0.8889,53.03,61.06,96.28,0.0896,0,LOW
AC-1546,Crest Global,Financial Services,Enterprise,1-Year Fixed,Credit Card,12,3025.77,37372.01,209,147,4,0,7,18,54.9,1,0,1,0,0,0.3077,0.7033,20.58,60.94,58.07,0.1687,0,LOW
AC-1547,Titan Health,Enterprise Tech,SMB,3-Year Enterprise,Auto-Invoice,20,570.69,11109.09,11,5,4,2,4,3,77.9,0,10,0,0,1,0.1905,0.4545,114.14,62.74,16.59,0.5215,1,MEDIUM
AC-1548,Omni Technologies,Financial Services,Mid-Market,Month-to-Month,Manual Wire,50,1886.46,98377.01,61,47,5,1,4,21,71.5,1,5,1,0,0,0.098,0.7705,40.14,58.9,20.91,0.1415,0,LOW
AC-1549,Starlight Logistics,Logistics,Mid-Market,2-Year Fixed,Manual Wire,36,1559.98,58222.7,22,18,6,0,10,6,71.0,0,0,1,1,0,0.1622,0.8182,86.67,82.6,87.36,0.017,0,LOW
AC-1550,Vortex Cloud,Enterprise Tech,Enterprise,3-Year Enterprise,Auto-Invoice,69,2406.81,158068.73,194,192,3,1,6,3,49.3,1,5,0,1,1,0.0429,0.9897,12.54,53.58,68.29,0.2939,0,LOW
AC-1551,Quantum Cloud,Enterprise Tech,Mid-Market,Month-to-Month,Auto-Invoice,37,1768.13,62990.87,27,18,5,0,5,9,88.2,1,0,1,0,1,0.1316,0.6667,98.23,72.92,54.83,0.7147,1,HIGH
AC-1552,Zenith Technologies,Financial Services,Mid-Market,Month-to-Month,Auto-Invoice,12,1092.29,13102.36,69,34,3,1,2,2,67.7,0,20,1,1,1,0.2308,0.4928,32.13,48.62,12.86,0.9383,1,CRITICAL
AC-1553,Omni Health,Professional Services,Enterprise,3-Year Enterprise,Manual Wire,40,2552.95,101719.29,402,313,3,1,6,1,68.6,1,5,1,1,0,0.0732,0.7786,8.16,65.16,67.07,0.0407,0,LOW
AC-1554,Apex Labs,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,54,1471.58,81121.3,18,18,2,0,8,6,84.9,1,15,1,1,0,0.0364,1.0,81.75,82.94,90.0,0.0092,0,LOW
AC-1555,Hyperion Labs,E-Commerce,SMB,Month-to-Month,Credit Card,2,271.04,519.84,14,6,2,0,6,3,50.2,1,0,1,1,1,0.6667,0.4286,45.17,54.12,67.07,0.6704,1,HIGH
AC-1556,Hyperion Technologies,Financial Services,Mid-Market,Month-to-Month,Credit Card,50,1396.66,70844.57,26,14,4,1,5,0,72.1,1,10,0,0,0,0.0784,0.5385,99.76,63.26,55.77,0.4223,0,MEDIUM
AC-1557,Synergy Corp,Healthcare,Mid-Market,1-Year Fixed,Credit Card,41,1635.31,67827.94,73,50,3,0,6,0,75.6,1,10,0,0,0,0.0714,0.6849,32.71,69.36,76.7,0.0343,0,LOW
AC-1558,Solstice Cloud,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,45,1877.87,82253.13,394,165,2,0,10,9,58.2,1,5,1,0,0,0.0435,0.4188,11.38,74.92,89.88,0.0509,0,LOW
AC-1559,Solstice Capital,E-Commerce,Mid-Market,2-Year Fixed,Auto-Invoice,9,1022.57,9242.15,58,18,2,1,4,6,79.7,1,25,1,1,0,0.2,0.3103,56.81,63.82,34.21,0.1479,0,LOW
AC-1560,Synergy Health,Manufacturing,Enterprise,3-Year Enterprise,Manual Wire,62,2182.31,131544.59,91,49,1,1,6,3,76.6,0,5,1,0,0,0.0159,0.5385,44.54,69.96,44.27,0.0329,0,LOW
AC-1561,Synergy Global,E-Commerce,Mid-Market,Month-to-Month,Manual Wire,47,1469.35,66621.12,20,18,2,2,10,13,66.2,0,10,1,1,1,0.0417,0.9,81.63,79.72,58.5,0.7008,1,HIGH
AC-1562,Nexus Capital,Manufacturing,SMB,1-Year Fixed,ACH Direct Debit,5,651.24,3280.01,12,4,4,3,8,3,65.6,0,0,1,0,1,0.6667,0.3333,162.81,71.36,36.17,0.6357,1,HIGH
AC-1563,Omni Corp,E-Commerce,Mid-Market,1-Year Fixed,Auto-Invoice,1,1665.94,1745.48,72,43,4,2,8,7,77.4,1,5,0,0,0,2.0,0.5972,38.74,78.44,60.44,0.0676,0,LOW
AC-1564,Quantum Technologies,Enterprise Tech,Enterprise,1-Year Fixed,Auto-Invoice,44,4508.34,193148.59,473,394,9,0,6,14,82.2,1,15,1,1,0,0.2,0.833,11.44,73.32,58.66,0.0525,0,LOW
AC-1565,Vortex Corp,Manufacturing,Mid-Market,Month-to-Month,Credit Card,22,611.32,13254.48,55,53,7,2,7,11,69.1,1,15,1,1,0,0.3043,0.9636,11.53,69.46,53.77,0.1925,0,LOW
AC-1566,Crest Cloud,Enterprise Tech,Mid-Market,3-Year Enterprise,Auto-Invoice,38,1212.49,44953.04,49,49,0,1,6,4,88.2,0,5,1,0,0,0.0,1.0,24.74,76.92,52.0,0.1891,0,LOW
AC-1567,Starlight Technologies,Healthcare,Mid-Market,2-Year Fixed,Manual Wire,19,958.46,17785.45,24,14,5,0,5,7,79.9,1,20,1,1,1,0.25,0.5833,68.46,67.94,56.17,0.0629,0,LOW
AC-1568,Hyperion Systems,Enterprise Tech,SMB,1-Year Fixed,Credit Card,31,229.99,7061.38,15,14,7,1,5,3,35.8,1,5,1,1,0,0.2188,0.9333,16.43,41.48,59.17,0.0679,0,LOW
AC-1569,Solstice Capital,Enterprise Tech,SMB,1-Year Fixed,Auto-Invoice,67,565.94,38683.38,14,5,2,1,9,6,42.7,0,10,1,1,0,0.0294,0.3571,113.19,61.62,60.14,0.0215,0,LOW
AC-1570,Hyperion Global,Financial Services,Mid-Market,Month-to-Month,Manual Wire,42,1997.15,80011.78,69,57,7,1,7,1,89.3,1,5,1,0,0,0.1628,0.8261,35.04,81.58,76.02,0.0491,0,LOW
AC-1571,Solstice Health,Financial Services,Mid-Market,1-Year Fixed,Manual Wire,26,852.83,23187.19,32,24,4,1,8,3,63.6,1,10,1,0,1,0.1481,0.75,35.53,70.16,79.5,0.4554,0,MEDIUM
AC-1572,Vortex Cloud,Healthcare,Enterprise,1-Year Fixed,Auto-Invoice,13,3637.31,45139.61,62,29,2,0,8,1,71.0,1,5,0,1,0,0.1429,0.4677,125.42,74.6,86.85,0.0302,0,LOW
